**********************
Windows PowerShell transcript start
Start time: 20190309103618
Username: PC_NTMS20\Administrator
RunAs User: PC_NTMS20\Administrator
Machine: PC_NTMS20 (Microsoft Windows NT 6.2.9200.0)
Host Application: C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe
Process ID: 3400
**********************
Transcript started, output file is C:\Users\Administrator\Documents\PowerShell_transcript.PC_NTMS20.SgcNLS+U.201903091036
18.txt

PS C:\Windows\System32> Get-Service

Status   Name               DisplayName
-a---        10/29/2014   8:10 AM      14336 bitsprx3.dll
-a---        10/29/2014   8:10 AM      13824 bitsprx4.dll
-a---        10/29/2014   8:10 AM      35328 bitsprx5.dll
-a---        10/29/2014   8:10 AM      14848 bitsprx6.dll
-a---        10/29/2014   8:10 AM      15360 bitsprx7.dll
-a---        10/29/2014   6:50 AM     139776 biwinrt.dll
-a---        10/29/2014   7:55 AM     785920 blackbox.dll
-a---         8/22/2013   5:14 PM      77312 BlbEvents.dll
-a---         8/22/2013   5:14 PM       2048 blbres.dll
-a---        10/29/2014   8:14 AM      30208 blb_ps.dll
-a---        10/29/2014   6:46 AM     107520 BluetoothApis.dll
-a---         10/9/2017   3:05 AM        512 bmdrvr.dat
-a---         6/18/2013   8:38 PM    3170304 boot.sdi
-a---        10/29/2014   7:58 AM      87552 bootcfg.exe
-a---        10/29/2014   6:28 AM      13824 bootim.exe
-a---        10/29/2014   6:44 AM     149504 BootMenuUX.dll
-a---        10/29/2014   9:39 AM     108864 bootsect.exe
-a---         8/22/2013   5:14 PM       2560 bootstr.dll
-a---        10/29/2014   6:21 AM    3317248 bootux.dll
-a---         8/22/2013   6:09 PM      25440 BOOTVID.DLL
-a---         6/18/2013   8:25 PM      22984 bopomofo.uce
-a---        10/29/2014   7:33 AM      27136 brdgcfg.dll
-a---         8/22/2013   5:15 PM       2048 bridgeres.dll
-a---        10/29/2014   8:06 AM      20992 bridgeunattend.exe
-a---        10/29/2014   6:57 AM     133120 BrokerLib.dll
-a---        10/29/2014   6:57 AM      58368 browcli.dll
-a---        10/29/2014   6:56 AM     135168 browser.dll
-a---        10/29/2014   8:15 AM      13824 browseui.dll
-a---        10/29/2014   7:42 AM      91648 bthci.dll
-a---        10/29/2014   7:27 AM     324608 BthHFSrv.dll
-a---        10/29/2014   7:48 AM      31232 BthMtpContextHandler.dll
-a---        10/29/2014   8:03 AM      31744 bthpanapi.dll
-a---        10/29/2014   7:42 AM      96256 BthpanContextHandler.dll
-a---        10/29/2014   6:20 AM     221184 bthprops.cpl
-a---        10/29/2014   7:56 AM      67072 BthRadioMedia.dll
-a---        10/29/2014   6:48 AM      94720 bthserv.dll
-a---        10/29/2014   7:56 AM      27648 BthSQM.dll
-a---        10/29/2014   7:39 AM      37888 bthudtask.exe
-a---        10/29/2014   7:41 AM      73728 btpanui.dll
-a---        10/29/2014   7:54 AM     788480 Bubbles.scr
-a---        10/31/2014  10:20 AM      88064 BulkOperationHost.exe
-a---        10/29/2014   7:41 AM      53248 BWContextHandler.dll
-a---        10/29/2014   6:27 AM      33792 ByteCodeGenerator.exe
-a---        10/29/2014   9:39 AM     145144 cabinet.dll
-a---        10/29/2014   7:46 AM     141312 cabview.dll
-a---        10/29/2014   6:57 AM      31744 cacls.exe
-a---         1/27/2015   9:14 AM     933888 calc.exe
-a---        10/29/2014   6:57 AM      97280 CallButtons.dll
-a---        10/29/2014   6:51 AM      23552 CallButtons.ProxyStub.dll
-a---        10/29/2014   9:27 AM      31496 CameraSettingsUIHost.exe
-a---        10/29/2014   7:53 AM      60928 capiprovider.dll
-a---        10/29/2014   8:08 AM      22016 capisp.dll
-a---        10/29/2014   6:17 AM     488448 catsrv.dll
-a---        10/29/2014   6:51 AM      53248 catsrvps.dll
-a---          4/7/2018   8:36 PM     522752 catsrvut.dll
-a---        10/29/2014   8:01 AM     103424 cca.dll
-a---        10/29/2014   9:21 AM     206336 cdd.dll
-a---        10/29/2014   7:13 AM    1092608 cdosys.dll
-a---         3/14/2018   6:53 PM     450048 centel.dll
-a---         8/22/2013   5:13 PM      55296 cero.rs
-a---        10/29/2014   6:33 AM     968192 certca.dll
-a---         5/13/2018  12:38 AM     445440 certcli.dll
-a---        10/29/2014   6:44 AM     344576 certCredProvider.dll
-a---          1/9/2018  11:36 AM      53248 certenc.dll
-a---         5/19/2016   1:58 AM    2635264 CertEnroll.dll
-a---        10/29/2014   6:34 AM      55296 CertEnrollCtrl.exe
-a---        10/29/2014   7:08 AM     323584 CertEnrollUI.dll
-a---         6/18/2013   8:32 PM      63081 certlm.msc
-a---        10/29/2014   7:19 AM    2236416 certmgr.dll
-a---         6/18/2013   8:32 PM      63070 certmgr.msc
-a---        10/29/2014   8:05 AM      83968 CertPolEng.dll
-a---        12/25/2016   6:18 AM     158720 certprop.dll
-a---        10/29/2014   7:29 AM     384000 certreq.exe
-a---          1/9/2018  10:49 AM    1292288 certutil.exe
-a---        10/29/2014   8:01 AM     269824 cewmdm.dll
-a---         1/10/2016  11:20 PM      62464 cfgbkend.dll
-a---        10/29/2014   9:39 AM     315576 cfgmgr32.dll
-a---        10/29/2014   6:51 AM      33280 cfmifs.dll
-a---        10/29/2014   6:51 AM      14848 cfmifsproxy.dll
-a---        10/29/2014   8:13 AM      16896 change.exe
-a---         8/22/2013   6:11 PM      58368 changepk.exe
-a---        10/29/2014   7:59 AM     165376 charmap.exe
-a---        10/29/2014   8:06 AM     134144 chartv.dll
-a---        10/29/2014   8:13 AM      13824 chcp.com
-a---        10/29/2014   6:25 AM      28160 CheckNetIsolation.exe
-a---        10/29/2014   8:10 AM      22016 chglogon.exe
-a---        10/29/2014   8:12 AM      24064 chgport.exe
-a---        10/29/2014   8:13 AM      21504 chgusr.exe
-a---        10/29/2014   6:56 AM      25088 chkdsk.exe
-a---        10/29/2014   8:12 AM      20480 chkntfs.exe
-a---        10/29/2014   7:56 AM      24576 chkwudrv.dll
-a---        10/29/2014   8:00 AM      33792 choice.exe
-a---        10/29/2014   8:02 AM      12800 CHxReadingStringIME.dll
-a---         5/13/2018   2:41 AM     532664 ci.dll
-a---         1/11/2018  11:40 PM     202752 cic.dll
-a---        10/29/2014   7:56 AM      44032 cipher.exe
-a---        10/29/2014   8:11 AM      10752 CIRCoInst.dll
-a---        10/29/2014   8:14 AM      17920 clb.dll
-a---        10/29/2014   9:25 AM     730824 clbcatq.dll
-a---        10/29/2014   7:46 AM     217600 cleanmgr.exe
-a---          3/4/2015   8:34 AM      75264 clfsw32.dll
-a---        10/29/2014   8:11 AM      86528 cliconfg.dll
-a---        10/29/2014   8:12 AM      30208 cliconfg.exe
-a---         8/22/2013   5:15 PM      36864 cliconfg.rll
-a---        10/29/2014   8:04 AM      29696 clip.exe
-a---        10/29/2014   9:27 AM      45464 CloudNotifications.exe
-a---        10/29/2014   6:07 AM     141824 CloudStorageWizard.exe
-a---         2/22/2014   5:37 PM      14848 clrhost.dll
-a---        10/29/2014   7:32 AM     432128 clusapi.dll
-a---        10/29/2014   7:54 AM      37376 cmcfg32.dll
-a---        10/29/2014   6:58 AM     357376 cmd.exe
-a---        10/29/2014   8:04 AM      12800 cmdext.dll
-a---        10/29/2014   7:36 AM     517120 cmdial32.dll
-a---        10/29/2014   8:13 AM      16896 cmdkey.exe
-a---        10/29/2014   8:00 AM      51712 cmdl32.exe
-a---        10/29/2014   6:46 AM      96768 cmifw.dll
-a---         8/22/2013   6:55 PM     242176 cmipnpinstall.dll
-a---        10/29/2014   7:47 AM      44544 cmlua.dll
-a---        10/29/2014   8:12 AM      41984 cmmon32.exe
-a---        10/29/2014   8:14 AM      29184 cmpbk32.dll
-a---        10/29/2014   7:47 AM      93696 cmstp.exe
-a---        10/29/2014   7:47 AM      19968 cmstplua.dll
-a---        10/29/2014   8:04 AM      57856 cmutil.dll
-a---        10/29/2014   6:51 AM     105472 cngcredui.dll
-a---        10/29/2014   7:53 AM      64512 cngprovider.dll
-a---          6/7/2017   2:08 AM      39424 cnvfat.dll
-a---         8/22/2013   5:13 PM      40960 cob-au.rs
-a---        10/29/2014   8:04 AM      23040 cofire.exe
-a---        10/29/2014   8:05 AM      32256 cofiredm.dll
-a---        11/10/2015  11:03 AM     466728 coin99ip.dll
-a---        10/29/2014   6:49 AM      81920 colbact.dll
-a---         12/5/2015  11:28 AM     203016 COLORCNV.DLL
-a---        10/29/2014   8:12 AM      87040 colorcpl.exe
-a---          8/7/2015  11:34 PM     375173 ColorImageEnhancement.wmv
-a---        10/29/2014   7:36 AM     624640 colorui.dll
-a---          1/2/2018  12:08 PM    2176064 combase.dll
-a---        10/29/2014   8:14 AM       9216 comcat.dll
-a---         4/25/2015   8:04 AM     653824 comctl32.dll
-a---        10/29/2014   7:15 AM     717312 comdlg32.dll
-a---         6/18/2013   8:15 PM     124118 comexp.msc
-a---        10/29/2014   8:13 AM      25088 comp.exe
-a---        10/29/2014   8:04 AM      20480 compact.exe
-a---         3/17/2018  12:21 AM     144000 CompatTelRunner.exe
-a---         6/18/2013   8:17 PM     113256 compmgmt.msc
-a---        10/29/2014   7:57 AM      90624 CompMgmtLauncher.exe
-a---        10/29/2014   9:22 AM      20160 CompPkgSup.dll
-a---          2/9/2018  12:23 AM     309760 compstui.dll
-a---        10/29/2014   7:48 AM      37888 ComputerDefaults.exe
-a---        10/29/2014   6:50 AM     114176 comrepl.dll
-a---         8/22/2013   5:13 PM    1297408 comres.dll
-a---        10/29/2014   7:46 AM     297472 comsnap.dll
-a---          4/7/2018   8:50 PM    1707008 comsvcs.dll
-a---        10/29/2014   7:38 AM     858624 comuid.dll
-a---        10/29/2014   6:27 AM      67584 ConfigureExpandedStorage.dll
-a---        10/29/2014   6:51 AM     361472 conhost.exe
-a---        10/29/2014   7:18 AM    1364992 connect.dll
-a---        10/29/2014   7:43 AM      50176 ConnectedAccountState.dll
-a---         6/18/2013   8:29 PM        543 connectedsearch-appcmd.searchconnector-ms
-a---          8/3/2013  10:09 AM        528 connectedsearch-contacts.searchconnector-ms
-a---         6/18/2013   8:29 PM        539 connectedsearch-history.searchconnector-ms
-a---         6/18/2013   8:29 PM        525 connectedsearch-music.searchconnector-ms
-a---         6/18/2013   8:29 PM        522 connectedsearch-paths.searchconnector-ms
-a---         6/18/2013   8:29 PM        530 connectedsearch-protocol.searchconnector-ms
-a---          2/1/2014  11:30 AM      11109 connectedsearch-results.searchconnector-ms
-a---          2/1/2014  11:30 AM       7762 connectedsearch-suggestions.searchconnector-ms
-a---          2/1/2014  11:30 AM       7130 connectedsearch-zeroinput.searchconnector-ms
-a---          2/1/2016  12:47 AM     118624 consent.exe
-a---        10/29/2014   6:25 AM      76800 ConsentUX.dll
-a---        10/29/2014   7:59 AM      80896 console.dll
-a---        10/29/2014   7:49 AM     115712 control.exe
-a---          6/7/2017   2:06 AM      20992 convert.exe
-a---         8/22/2013   5:15 PM      15360 CoreMmRes.dll
-a---        10/29/2014   7:47 AM      87040 correngine.dll
-a---         1/10/2016  10:46 PM     898048 CPFilters.dll
-a---        10/29/2014   6:23 AM      33280 CredentialMigrationHandler.dll
-a---        10/29/2014   9:27 AM      38736 CredentialUIBroker.exe
-a---         2/10/2018  10:14 PM      22528 credssp.dll
-a---        10/29/2014   7:35 AM     168960 credui.dll
-a---        10/29/2014   7:38 AM      36864 credwiz.exe
-a---          4/1/2017   4:46 AM    1968408 crypt32.dll
-a---        10/29/2014   9:21 AM      31528 cryptbase.dll
-a---        10/29/2014   6:47 AM     121856 cryptcatsvc.dll
-a---        10/29/2014   8:12 AM      31232 cryptdlg.dll
-a---        10/29/2014   9:34 AM      97608 cryptdll.dll
-a---        10/29/2014   7:41 AM      68096 cryptext.dll
-a---         12/5/2017   9:32 PM     186880 cryptnet.dll
-a---        10/29/2014   6:51 AM     246784 CryptoWinRT.dll
-a---        10/29/2014   9:34 AM     122912 cryptsp.dll
-a---        10/29/2014   6:57 AM     131584 cryptsvc.dll
-a---        10/29/2014   6:56 AM      37888 crypttpmeksvc.dll
-a---        10/29/2014   6:16 AM     605184 cryptui.dll
-a---        10/29/2014   7:31 AM     380928 cryptuiwizard.dll
-a---         6/10/2016  11:41 PM     125024 cryptxml.dll
-a---        10/29/2014   6:56 AM      55296 cscapi.dll
-a---        10/29/2014   8:14 AM      30720 cscdll.dll
-a---        10/29/2014   7:47 AM     141312 CscMig.dll
-a---        10/29/2014   7:58 AM     332800 cscobj.dll
-a---        10/29/2014   7:47 AM     158720 cscript.exe
-a---        10/29/2014   7:50 AM     802304 cscsvc.dll
-a---        10/29/2014   7:31 AM     687616 cscui.dll
-a---         8/22/2013   5:13 PM      43520 csrr.rs
-a---         8/13/2016   5:34 AM      59392 csrsrv.dll
-a---         8/22/2013   6:55 PM      17120 csrss.exe
-a---        10/29/2014   6:57 AM      20480 CSystemEventsBrokerClient.dll
-a---        10/29/2014   8:07 AM      10240 ctfmon.exe
-a---        10/29/2014   7:39 AM     327168 cttune.exe
-a---        10/29/2014   8:03 AM      42496 cttunesvr.exe
-a---         6/18/2013   6:43 PM      66082 C_037.NLS
-a---         6/18/2013   6:43 PM      66082 C_10000.NLS
-a---         6/18/2013   6:43 PM     162850 C_10001.NLS
-a---         6/18/2013   6:43 PM     195618 C_10002.NLS
-a---         6/18/2013   6:43 PM     177698 C_10003.NLS
-a---         6/18/2013   6:43 PM      66082 C_10004.NLS
-a---         6/18/2013   6:43 PM      66082 C_10005.NLS
-a---         6/18/2013   6:43 PM      66082 C_10006.NLS
-a---         6/18/2013   6:43 PM      66082 C_10007.NLS
-a---         6/18/2013   6:43 PM     173602 C_10008.NLS
-a---         6/18/2013   6:43 PM      66082 C_10010.NLS
-a---         6/18/2013   6:43 PM      66082 C_10017.NLS
-a---         6/18/2013   6:43 PM      66082 C_10021.NLS
-a---         6/18/2013   6:43 PM      66082 C_10029.NLS
-a---         6/18/2013   6:43 PM      66082 C_10079.NLS
-a---         6/18/2013   6:43 PM      66082 C_10081.NLS
-a---         6/18/2013   6:43 PM      66082 C_10082.NLS
-a---         6/18/2013   6:43 PM      66082 C_1026.NLS
-a---         6/18/2013   6:43 PM      66082 C_1047.NLS
-a---         6/18/2013   6:43 PM      66082 C_1140.NLS
-a---         6/18/2013   6:43 PM      66082 C_1141.NLS
-a---         6/18/2013   6:43 PM      66082 C_1142.NLS
-a---         6/18/2013   6:43 PM      66082 C_1143.NLS
-a---         6/18/2013   6:43 PM      66082 C_1144.NLS
-a---         6/18/2013   6:43 PM      66082 C_1145.NLS
-a---         6/18/2013   6:43 PM      66082 C_1146.NLS
-a---         6/18/2013   6:43 PM      66082 C_1147.NLS
-a---         6/18/2013   6:43 PM      66082 C_1148.NLS
-a---         6/18/2013   6:43 PM      66082 C_1149.NLS
-a---         6/18/2013   6:43 PM      66082 C_1250.NLS
